HTC_Top,1/HTC_Top,Part_Thickness,Tool_Thickness,HTC_Bottom,1/HTC_Bottom,Heat_Rate,exotherm,T_H50/,T_H60/,T_H70/,T_H80/,T_H90/,T_H100/,T_H110/,T_C150/,T_C120/,T_C90/,T_C60/,T_C30/,T_H50,T_H60,T_H70,T_H80,T_H90,T_H100,T_H110,T_C150,T_C120,T_C90,T_C60,T_C30,r_H50,r_H60,r_H70,r_H80,r_H90,r_H100,r_H110,r_C150,r_C120,r_C90,r_C60,r_C30
45.7,0.021881838,17.6,19.7,30,0.033333333,1.36,4.713651,16.70828941,20.44536897,23.29173257,25.73333066,27.54022243,28.96233801,30.38888618,7.956799429,13.95884457,18.63613686,22.17940771,25.059364,27.2767264,32.1942982,38.3232437,45.0026703,52.5452975,60.6112203,68.6711148,177.848798,168.855956,155.226479,137.627927,117.707774,0.6219356,0.7597048,0.876378133,0.9671224,1.0441264,1.1067656,1.156328267,-0.721848,-1.360330667,-1.844872,-2.233376,-2.524717333
88.1,0.011350738,19.4,15.4,84.4,0.011848341,4.58,28.10015,5.314801157,6.55771048,7.54746214,8.372253821,9.147770328,9.730391943,10.41040295,6.520136,9.642277143,11.400052,12.08473829,12.42135586,25.6582107,29.965686,35.4326234,41.6550775,48.1032119,55.4348049,62.3203545,172.820476,153.74797,129.900182,102.296584,73.4747455,1.8290276,2.260042,2.6274784,2.9197,3.1625208,3.3716548,3.525276,-1.6756,-2.599484,-3.062524,-3.317512,-3.4525664
44.9,0.022271715,2.99,18.4,68.2,0.014662757,3.19,0.666402,6.691477429,7.985564451,9.147525078,9.911252759,10.48315878,11.11799436,11.54021981,6.359536286,9.516447143,11.25174429,12.18259371,12.69543706,28.654187,34.5260494,40.819395,48.3831037,56.5587235,64.533598,73.1866988,172.258377,153.307565,129.381105,102.639078,74.4340297,1.6449128,1.9808324,2.2260392,2.4362336,2.598144,2.7189672,2.820938,-1.684608,-2.574168,-3.02068,-3.253224,-3.3735784
88.7,0.011273957,12.8,12.1,29.2,0.034246575,2.4,10.052506,7.182851125,8.532395542,9.594855917,10.63020796,11.29064283,11.80124475,12.41411471,5.807072857,8.885795143,10.780248,11.88020171,12.50365166,32.7611573,39.5222507,46.9723458,54.4875009,62.9024572,71.6770126,80.2061247,170.324755,151.100283,127.730868,101.580706,73.7627808,1.5024688,1.6828388,1.8261104,1.9344828,2.027676,2.103508,2.1632272,-1.822076,-2.531296,-2.945016,-3.19416,-3.342678
49.7,0.020120724,17.1,14.6,75.2,0.013297872,1.45,21.57917,10.25543186,11.46134103,12.24324421,12.76154124,13.11054034,13.22009848,13.35493828,6.383048571,9.872426,11.583244,12.46988943,12.71152443,35.1296238,43.3810555,52.2472959,61.4957652,70.9897165,80.8308572,90.6353395,172.34067,154.553491,130.541354,103.644613,74.4903355,1.1417248,1.2536628,1.3226788,1.366481867,1.395216533,1.4167668,1.4362776,-1.6728,-2.519836,-3.018816,-3.294796,-3.4557928
25.8,0.03875969,11.6,16,26,0.038461538,1.26,5.710802,14.85486873,17.7319446,20.16529897,21.83734532,23.42808937,24.51429833,25.24191405,7.232354857,12.55656229,16.48448229,19.295488,21.58131229,31.2828654,37.6577498,44.5917233,52.4849449,60.4806074,69.1119841,78.1951883,175.313242,163.947968,147.695688,127.534208,105.534593,0.7403112,0.852922933,0.937151467,1.005642,1.0574496,1.100486933,1.1357104,-1.060608,-1.646344,-2.119322667,-2.486968,-2.763772
80,0.0125,14.6,14.5,56.3,0.017761989,3.81,14.671708,5.337777717,6.477029921,7.357128661,8.169538976,8.862315722,9.454088556,9.959765984,5.834689143,8.984051143,10.55825257,11.43283743,11.73540326,29.6630669,35.322516,41.9693398,48.8740565,56.2345771,63.9799226,72.0532916,170.421412,151.444179,126.953884,100.014931,71.0739114,2.022849919,2.3049716,2.5378248,2.726312,2.8882544,3.0221932,3.1371308,-1.874996,-2.609804,-3.038712,-3.2820124,-3.4195856
84.9,0.011778563,14.8,13.5,92.1,0.010857763,2.46,20.193462,6.377025203,7.303233902,7.746879959,8.222477114,8.578379187,8.84947622,8.813639268,5.425740571,7.631094,8.521348286,8.583830629,8.6360434,34.312518,42.0340446,50.9426753,59.7727063,68.8971872,78.2302885,88.3184474,168.990092,146.708829,119.824719,90.0434072,60.2261519,1.8330708,2.0269156,2.164062,2.2509996,2.3115688,2.3556788,2.3928392,-2.187852,-2.97164,-3.317572,-3.4722748,-3.5364964
30.1,0.033222591,11.8,13.1,51.4,0.019455253,2.22,14.964258,8.593752568,10.19890707,11.34717887,12.4105614,13.16967009,13.65713991,14.23916297,6.585903714,10.396576,12.57375457,13.85048857,14.39446737,30.9218693,37.3584263,44.8092629,52.4485537,60.7633324,69.6811494,78.3890582,173.050663,156.388016,134.008141,108.47671,80.3806358,1.3296996,1.5328136,1.6902664,1.803502,1.8930388,1.9642072,2.018513067,-1.496496,-2.32512,-2.838632,-3.153352,-3.3515632
69.6,0.014367816,9.79,18.8,96.4,0.010373444,1.94,3.847109,8.828204021,10.04510294,10.85485469,11.39673928,11.76181742,12.00901732,12.05303351,6.247759714,9.418620857,10.84406229,11.48145486,11.73895234,32.8732842,40.5125003,48.9415819,57.8903258,67.1820742,76.7025064,86.617115,171.867159,152.965173,127.954218,100.185092,71.0863332,1.395256,1.5820252,1.7060344,1.7865192,1.839856,1.875813867,1.9013908,-1.781608,-2.657528,-3.102072,-3.317438,-3.420326
95.8,0.010438413,5.6,9.43,93.3,0.010718114,1.64,3.580354,4.37874122,4.477255671,4.501348415,4.498647378,4.358504756,4.582578598,4.542535976,3.697678,4.333801714,4.491524571,4.404944514,4.546235257,42.8188644,52.6573007,62.6177886,72.6222183,82.8520522,92.4845711,102.550241,162.941873,135.168306,105.720336,75.4173058,45.9118234,1.5881928,1.6200164,1.6310016,1.635422933,1.6382092,1.641242,1.646112,-2.924756,-3.407322667,-3.50146,-3.5208236,-3.5243916
93.4,0.010706638,18.9,13.5,51.1,0.019569472,4.99,21.475463,5.013224128,6.300751543,7.332162766,8.359484168,9.142229639,9.980823327,10.66211267,6.668297714,10.33265886,12.387832,13.48571171,14.25254317,24.9840116,28.5592498,33.4125078,38.286174,44.3802741,50.1956916,56.7960578,173.339042,156.164306,133.357412,107.199991,79.8839011,1.7187448,2.1193708,2.4698976,2.7401544,3.00446,3.2081056,3.4060292,-1.545748,-2.383636,-2.877092,-3.171604,-3.3421664
50.9,0.019646365,10.5,9.97,51.1,0.019569472,1.76,12.663342,7.825363182,8.573629545,9.317079943,9.750268807,10.05578102,10.03157761,10.18500545,5.798970286,8.297405143,9.618976286,10.00580314,10.16241403,36.2273608,44.910412,53.6019393,62.8395269,72.3018254,82.3444234,92.0743904,170.296396,149.040918,123.666417,95.020311,65.5684491,1.40936,1.541156,1.617684533,1.666382133,1.6977084,1.7208944,1.739248,-1.975725333,-2.814048,-3.211576,-3.413677067,-3.5084724
27,0.037037037,6.27,10.8,53.2,0.018796992,4.01,7.953018,5.176087406,6.223899701,7.217933367,7.973833217,8.500176334,9.111489451,9.537942693,6.012401429,9.013765714,10.37690743,11.05792297,11.21609894,29.2438895,35.0421622,41.0560872,48.0249288,55.9142929,63.4629273,71.7528498,171.043405,151.54818,126.319176,98.7027304,69.2563463,2.033724,2.4057944,2.678278,2.9068712,3.1106156,3.2568852,3.3807576,-1.824984,-2.685256,-3.128396,-3.3515232,-3.467006
78.6,0.012722646,17.6,14.5,50.5,0.01980198,3.8,20.125438,5.745948026,7.019200842,8.035007789,8.975124158,9.793325289,10.50738966,11.13137429,6.277041714,9.780199714,11.74841457,12.81267143,13.44152171,28.1653975,33.3270368,39.4669704,45.8945282,52.7853639,60.0719193,67.7007777,171.969646,154.230699,131.119451,104.84435,77.045326,1.828933127,2.1190324,2.3549616,2.5458424,2.7113676,2.850208,2.971166,-1.691528,-2.437988,-2.897572,-3.178928,-3.3515496
43.4,0.023041475,13.1,11.8,83,0.012048193,1.95,20.157919,7.699943897,8.597187128,9.173103282,9.551782872,9.806517487,9.978849385,10.08922605,5.913810286,8.420862571,9.389754286,9.6459184,9.827694086,34.9851094,43.2354851,52.1124486,61.3740234,70.8772909,80.5412437,90.3260092,170.698336,149.473019,122.86414,93.7607144,64.3969293,1.5306356,1.6838468,1.7773404,1.835298,1.872588,1.8987512,1.920761867,-1.975816,-2.859764,-3.27022,-3.4595828,-3.5445
73.5,0.013605442,17.1,9.04,53.3,0.018761726,4.87,33.710644,4.662922382,5.644041704,6.528212567,7.203658604,7.765111335,8.423554661,8.821314435,5.995868286,8.703006286,9.871772857,10.50832083,10.52042123,27.291568,32.5135169,38.2076048,44.9181826,52.1839078,58.9772888,67.0401987,170.985539,150.460522,124.551205,96.7791229,66.8214743,2.2365864,2.6850616,3.0273152,3.31241,3.546014,3.7187608,3.8847924,-1.914592,-2.770608,-3.199096,-3.4136044,-3.5233964
49.1,0.020366599,7.13,15.4,76.3,0.01310616,4.06,5.417184,4.696828941,5.754552956,6.554818177,7.296550222,7.727159532,8.255620099,8.602188153,5.605573714,8.145259714,9.368327429,9.796999086,10.14194897,30.9308745,36.636515,43.3874382,50.3760061,58.6277323,66.4821824,75.0751161,169.619508,148.508409,122.789146,94.2894968,65.4968214,2.2543416,2.573149794,2.83908,3.055062,3.2430672,3.3813472,3.5011128,-2.005608,-2.811608,-3.201268,-3.3898532,-3.4777336
57,0.01754386,18.2,13.8,48.4,0.020661157,4.16,22.898975,5.968549495,7.440262813,8.668767139,9.801263005,10.72789175,11.61419635,12.40350673,6.916838,11.18382914,13.69290143,15.24810657,16.02096686,25.1708341,29.0485067,33.9379287,39.2267459,45.3719703,51.6849432,58.401412,174.208933,159.143402,137.925155,113.368373,86.073384,1.4735716,1.8166984,2.1159668,2.357118,2.5704656,2.7556328,2.9136696,-1.376396,-2.183096,-2.710392,-3.050052,-3.2691376
37.5,0.026666667,2.15,15.6,63.1,0.015847861,2.09,0.540174,7.661206364,8.801622344,9.697780287,10.02385187,10.52455321,10.80119742,10.88087517,5.889158286,8.706484286,10.13787657,10.73206063,10.96394817,33.9880787,41.6046093,49.7316392,59.0501496,68.0036838,77.4254974,87.2589709,170.612054,150.472695,125.482568,97.5622122,68.3738186,1.512424533,1.695194,1.8180956,1.907708,1.9636348,2.003056,2.0309296,-1.876904,-2.71834,-3.128290667,-3.3299,-3.4295708
43.6,0.02293578,2.76,13.2,43.7,0.022883295,3.91,1.323319,5.114213862,6.199382609,7.240342967,7.95500266,8.623819284,9.083668005,9.447579207,5.759185429,8.558945714,10.11275657,10.60749143,11.08961717,30.0034238,35.760414,41.690259,48.8959396,56.2808666,64.4828581,73.0599653,170.157149,149.95631,125.394648,97.12622,68.8136601,2.0207416,2.3700344,2.6352224,2.8691048,3.0470328,3.2042432,3.3352348,-1.897956,-2.712128,-3.114416,-3.326334,-3.4266372
90.9,0.0110011,3.6,17.2,45.7,0.021881838,2.19,0.811074,6.699460411,7.819153653,8.524898721,9.002131142,9.434388539,9.638130776,9.880148584,5.199700286,7.651547714,8.905295143,9.420142571,9.873842486,35.3281817,42.8760535,51.3304718,60.2853328,69.3386891,78.8924936,88.3624746,168.198951,146.780417,121.168533,92.970499,64.5584487,1.5901816,1.7642932,1.8912048,1.9818624,2.0428636,2.0884424,2.1206016,-2.0791,-2.8202,-3.174428,-3.348188,-3.4294916
42.2,0.023696682,7.74,18.4,51.7,0.01934236,2.49,2.649372,8.969543333,10.89782606,12.29501329,13.54272458,14.55352928,15.37261446,16.03622064,7.018339714,11.27627657,14.02418371,15.75873457,16.62722489,27.6658371,32.8644131,39.3854169,46.2786158,53.7617121,61.72219,70.0698106,174.564189,159.466968,139.084643,115.155571,88.1952871,1.1770772,1.429084,1.6442176,1.8068148,1.9383348,2.044858,2.1314232,-1.281324,-2.127568,-2.64424,-2.970764,-3.1807912
31.2,0.032051282,12.2,15.3,41.7,0.023980815,3.76,10.981257,6.07681258,7.609365266,9.041770851,10.20088394,11.22174702,12.20374684,13.08786604,6.880063714,11.26396257,14.12865543,16.04525171,17.13851403,27.1511847,31.3887866,36.0029416,41.6446764,47.8062312,54.1139119,60.7896237,174.080223,159.423869,139.450294,116.158381,89.9847991,1.4963864,1.7495856,1.9531728,2.1587828,2.330792,2.4791368,2.6137856,-1.31994,-2.054028,-2.558264,-2.90846,-3.1528644
21.3,0.046948357,11.6,9.62,28.2,0.035460993,1.25,15.788032,13.46082056,15.39781384,17.03535744,18.06054464,18.68189,19.20870976,19.45627928,7.038399143,11.58999257,14.78153514,16.71066429,17.7378012,33.1739743,40.7527327,48.7058032,57.4243192,66.6476375,75.9891128,85.6796509,174.634397,160.564974,141.735373,118.487325,92.0823042,0.874811467,0.9878928,1.0623796,1.1160304,1.153706,1.181514133,1.2042568,-1.215861333,-1.981736,-2.500828,-2.881202667,-3.1482376
77.8,0.01285347,13,10.5,34.1,0.029325513,1.46,11.684309,9.225061096,10.36808493,11.22238774,11.70497904,11.89199986,12.31856068,12.28391,5.675198857,8.768600286,10.29769429,11.14200286,11.42716971,36.5314108,44.862596,53.6153139,62.9107306,72.6376802,82.0149014,92.0654914,169.863196,150.690101,126.04193,98.99701,69.995094,1.157572,1.262982667,1.3289628,1.374074933,1.4046284,1.426397333,1.4459544,-1.901772,-2.630768,-3.058592,-3.2915768,-3.424856533
35.5,0.028169014,7.27,10.6,52.7,0.018975332,4.83,9.610693,4.361625342,5.396692381,6.129352629,6.968143665,7.535708696,8.007908841,8.400468903,5.830784857,8.625136286,9.826868286,10.3994976,10.36300703,28.9333496,33.9339758,40.3952268,46.3438661,53.602527,61.3218003,69.4257352,170.407747,150.187977,124.394039,96.3982416,66.2705246,2.3284772,2.6976424,3.0626416,3.3088048,3.5434112,3.7337608,3.8983792,-1.915808,-2.76156,-3.1825,-3.3859416,-3.4899172
25.3,0.039525692,15.5,9.48,75.5,0.013245033,4.23,44.1859,5.466625461,6.724318369,7.705761395,8.59629208,9.26646766,9.822301395,10.18383009,6.466744857,9.792935429,11.09315171,11.80288943,11.79911154,26.8761743,31.5561333,37.4046293,43.6376845,50.8028418,58.4516651,66.9223987,172.633607,154.275274,128.826031,101.310113,71.2968904,1.8906264,2.2903424,2.6481504,2.9058464,3.1367812,3.3168724,3.4661424,-1.685244,-2.623656,-3.146476,-3.404868,-3.5427144
23,0.043478261,3.53,10.5,71.4,0.014005602,3.31,3.753038,5.452164411,6.18298565,6.939650151,7.4281129,7.791710121,8.065477644,8.03736142,5.402376571,7.655100571,8.391022571,8.588097514,8.697741114,31.9533358,39.5343175,47.029758,55.4129463,64.2094395,73.303269,83.3963337,168.908318,146.792852,119.368579,90.0583413,60.4420939,2.1662548,2.4992168,2.71681,2.876502,2.9911444,3.073914,3.1386708,-2.193468,-2.989872,-3.324812,-3.4550064,-3.5065616
78.6,0.012722646,9.05,13,65.9,0.015174507,3.2,8.158987,5.154616156,5.975206625,6.764262625,7.189048688,7.702722813,7.901044688,8.137687844,5.102365429,7.285502286,8.222523429,8.603485886,8.488091571,33.5052283,40.8793388,48.3543596,56.9950442,65.351287,74.716657,83.9593989,167.858279,145.499258,118.778832,90.1122006,59.7083205,2.1411052,2.404026,2.5862992,2.7353432,2.839682,2.925016,2.9916836,-2.223928,-2.961428,-3.291516,-3.4381844,-3.5039216
72.4,0.013812155,13.1,18.5,60.4,0.016556291,1.35,4.051743,12.96479207,14.66155585,15.73837978,16.40742637,17.16192067,17.38682689,17.72667881,6.970304857,11.05501486,13.69757486,15.04309371,16.1001042,32.4975307,40.2068996,48.7531873,57.8499744,66.8314071,76.5277837,86.0689836,174.396067,158.692552,137.941512,112.650828,86.3503647,0.957582,1.0933016,1.1824772,1.2412596,1.279085867,1.306388267,1.3257448,-1.338546667,-2.209588,-2.719724,-3.042608,-3.2281152
49.4,0.020242915,13.7,9.65,70.6,0.014164306,2.8,26.865185,6.306088179,7.240758893,7.89480925,8.574160857,8.906063357,9.02218325,9.416446679,5.826595429,8.213113429,9.325029714,9.532879571,9.428863543,32.3429531,39.7258751,47.8945341,55.9923496,65.0630226,74.7378869,83.6339493,170.393084,148.745897,122.637604,93.3650785,63.0010224,1.9092476,2.165758,2.3425304,2.4583808,2.5472784,2.6137024,2.6599248,-2.026748,-2.903712,-3.293156,-3.4757024,-3.5566348
58.5,0.017094017,17.3,8.79,78.8,0.012690355,4.15,43.321633,5.177808651,6.194964096,6.910441349,7.547145398,7.960274988,8.378161542,8.723823494,5.876412571,8.289585429,9.079110571,9.1932464,9.145401486,28.5120941,34.290899,41.3216684,48.6793466,56.9648588,65.2306296,73.7961325,170.567444,149.013549,121.776887,92.1763624,62.0089052,2.2352404,2.6553912,2.9864216,3.2240348,3.4107424,3.554872,3.6659004,-2.0306,-2.936576,-3.336048,-3.5079632,-3.5813616
99.6,0.010040161,9.74,17.1,22.4,0.044642857,3.58,2.259552,5.252553715,6.587732654,7.788090782,8.867898436,9.839560866,10.53495885,11.40713534,5.683604857,9.277688571,11.66937257,13.26514057,14.11223051,31.1958577,36.4159171,42.118635,48.2529236,54.7743721,62.2848473,69.1624555,169.892617,152.47191,130.842804,106.427992,79.3928068,1.812406,1.9972272,2.1621608,2.3099252,2.4427064,2.5727376,2.6732528,-1.7386,-2.337752,-2.735848,-2.998172,-3.1733104
34.8,0.028735632,6.45,16.9,48.3,0.020703934,2.35,2.850856,8.121367149,9.793979872,11.13309711,12.2076457,13.07182817,13.76817455,14.32979966,6.408570571,10.35452686,12.600184,14.06850314,14.94267,30.9147872,36.9841473,43.8372218,51.3120326,59.2812038,67.6447898,76.3249708,172.429997,156.240844,134.100644,109.239761,82.299345,1.3275024,1.5327928,1.695506,1.8247384,1.9276564,2.0099884,2.0764148,-1.504104,-2.269804,-2.766256,-3.069232,-3.2607268
98.5,0.010152284,11.7,14.5,58.8,0.017006803,4.29,9.047094,4.442995431,5.288883776,6.225417576,6.786888485,7.328217296,7.88144662,8.261902331,5.36714,7.840692,9.111591143,9.606738857,9.761021514,30.9395496,37.3106886,43.2929586,50.8842484,58.5619478,66.188594,74.556439,168.78499,147.442422,121.890569,93.623586,64.1635753,2.4018756,2.7080304,2.9352672,3.1479224,3.3259196,3.4616864,3.591486,-2.081448,-2.807936,-3.174624,-3.364084,-3.4585248
97.5,0.01025641,19.1,12.1,26,0.038461538,2.15,16.91146,9.78229293,11.76524953,13.45359777,14.93980372,16.09863805,16.74813619,17.73581716,6.893255714,11.24347629,14.05216343,15.85866971,17.10251871,28.9680702,34.7047135,41.0747648,47.879422,55.3879282,63.9915072,71.8679931,174.126395,159.352167,139.182572,115.505344,89.8588155,1.1142796,1.3040612,1.453664,1.5735476,1.6757472,1.7674356,1.8355632,-1.35906,-2.085016,-2.574192,-2.904028,-3.122338
97.7,0.010235415,16.1,9.49,47.5,0.021052632,1.86,21.63589,7.777760323,8.769788548,9.433475645,9.881626129,10.18515237,10.26526522,10.63097704,5.705323714,8.232098,9.569286857,9.9833618,10.03899651,35.5333658,43.6881933,52.4537353,61.6201754,71.0556166,80.9066067,90.2263827,169.968633,148.812343,123.492504,94.9417663,65.1364878,1.4462696,1.5846096,1.6748876,1.7347012,1.7760912,1.8066296,1.8313384,-2.022288,-2.81402,-3.201068,-3.4019068,-3.50055
46.9,0.021321962,7.26,14,84.5,0.01183432,3.65,6.985317,4.95232211,5.876786329,6.589239808,7.242551342,7.674869918,8.011187288,8.273121863,5.436962,7.638461143,8.588618857,8.957526057,8.822039114,31.9240243,38.5497299,45.9492747,53.5646876,61.9867248,70.7591664,79.8031052,169.029367,146.734614,120.060166,91.3513412,60.8771369,2.257772,2.575422,2.8172064,2.9906912,3.1374988,3.2478448,3.3340208,-2.136368,-2.942056,-3.2918,-3.4452836,-3.5124008
66.3,0.015082956,2.45,19.1,45.3,0.022075055,3.35,0.241061,6.546347075,7.976523761,9.140016955,10.08477701,10.94580516,11.5697429,12.07216534,6.345523429,9.856327714,11.61330743,12.71843114,13.3735462,28.0697373,33.2786454,39.3809432,46.215997,53.3315527,61.2413613,69.5582461,172.209332,154.497147,130.646576,104.514509,76.8074117,1.5817488,1.9073212,2.1693464,2.3892616,2.5661472,2.7145424,2.8361924,-1.63466,-2.473932,-2.942716,-3.188408,-3.32112
63.7,0.015698587,19.6,10.9,37.3,0.026809651,3.65,29.193725,6.686119562,8.264209123,9.620316822,10.86682389,11.88915405,12.77745874,13.55045863,7.022462,11.21199571,13.83179,15.40544429,16.06693417,25.5956636,29.8356367,34.8858436,40.3360928,46.6045877,53.3622756,60.540826,174.578617,159.241985,138.411265,113.919055,86.2342696,1.389708,1.7119932,1.9769884,2.185592,2.3809932,2.5444992,2.685816,-1.338016,-2.17132,-2.699904,-3.04538,-3.2707152
69.6,0.014367816,6.01,17.9,71.2,0.014044944,1.97,2.174653,7.098881523,8.28976599,8.843716041,9.276313147,9.674375939,9.730605635,10.07495812,5.417801429,8.069246571,9.264307429,9.776022886,10.0749524,36.0152034,43.669161,52.5778794,61.7256631,70.9414794,80.8307069,90.1523325,168.962305,148.242363,122.425076,94.2160801,65.2623334,1.4959972,1.6424428,1.7492992,1.820168,1.866346,1.9005956,1.923828,-2.02582,-2.785004,-3.168,-3.3565572,-3.448136
25.7,0.038910506,7.89,8.66,87.1,0.011481056,4.28,15.984456,4.483407266,5.149450794,5.888234065,6.193891846,6.490537243,6.822023995,6.985125164,5.404940857,7.007594,7.428627714,7.663601257,7.371720543,30.8110169,37.9603506,44.7983582,53.4901429,62.2205006,70.8017373,80.1036643,168.917293,144.526579,116.000197,86.8226044,55.8010219,2.6479716,3.0813904,3.3642556,3.594668,3.7609196,3.8714184,3.96453,-2.308296,-3.14472,-3.429,-3.5252776,-3.5602164
62.4,0.016025641,2.01,10.7,34.1,0.029325513,1.23,0.527823,7.777695854,8.040728293,8.330823984,8.158156016,8.316761545,8.455483821,8.329785772,5.034716286,7.271802857,7.997158,8.2260498,8.2619932,40.4334341,50.1099042,59.7530865,69.9654681,79.7703833,89.5997549,99.7543635,167.621507,145.45131,117.990053,88.7911743,58.9169762,1.146102,1.194562133,1.214452267,1.2234456,1.2274616,1.2298216,1.232038667,-2.277368,-3.014618667,-3.319416,-3.438103733,-3.48406
25.4,0.039370079,18.4,20,59.5,0.016806723,1.37,9.945557,14.87520044,17.40734526,19.42166635,21.0491965,21.99968241,22.88698387,23.57018007,7.542015429,12.78213829,16.64820514,19.14920086,21.10065257,29.6209754,36.151937,43.3923171,51.1626008,59.8604351,68.6448321,77.7088533,176.397054,164.737484,148.268718,127.022203,103.852284,0.795743733,0.9455536,1.0511652,1.129464533,1.1899336,1.2332708,1.2669544,-0.954053333,-1.69866,-2.226338667,-2.623496,-2.903692
81.7,0.012239902,15.2,19.6,67.3,0.014858841,1.24,4.068984,13.55126137,15.32454548,16.48011895,17.238835,17.50097831,17.82741806,18.03418484,7.074248571,11.335904,13.87546829,15.368036,16.45647329,33.1964359,40.9975636,49.5646525,58.6238446,68.2987869,77.8940016,87.6376108,174.75987,159.675664,138.564139,113.788126,87.5976565,0.9137464,1.03152,1.1070628,1.155746,1.1885928,1.209990667,1.226120533,-1.293389333,-2.170466667,-2.704176,-3.028149333,-3.219129867
